"abstract","label"
"We present Spitzer full-orbit thermal phase curves of the hot Jupiter Qatar-1b, a planet with the same equilibrium temperature—and intermediate surface gravity and orbital period—as the well-studied planets HD 209458b and WASP-43b. We measure secondary eclipse depths of 0.21 ± 0.02% at 3.6 μm and 0.30 ± 0.02% at 4.5 μm, corresponding to dayside brightness temperatures of K and K, respectively, consistent with a vertically isothermal dayside. The respective nightside brightness temperatures are and K, in line with a trend that hot Jupiters all have similar nightside temperatures. We infer a Bond albedo of and a moderate day–night heat recirculation efficiency, similar to HD 209458b. General circulation models for HD 209458b and WASP-43b predict that their bright spots should be shifted east of the substellar point by tens of degrees, and these predictions were previously confirmed with Spitzer full-orbit phase curve observations. The phase curves of Qatar-1b are likewise expected to exhibit eastward offsets. Instead, the observed phase curves are consistent with no offset: 11° ± 7° at 3.6 μm and −4° ± 7° at 4.5 μm. The discrepancy in circulation patterns between these three otherwise similar planets points to the importance of secondary parameters like rotation rate and surface gravity, and the presence or absence of clouds, in determining atmospheric conditions on hot Jupiters.","astronomy"
"In 2014 February, the System for High contrast And coronography from R to K at VISual bands (SHARK-VIS) Forerunner, a high contrast experimental imager operating at visible wavelengths, was installed at the Large Binocular Telescope (LBT). Here we report on the first results obtained by recent on-sky tests. These results show the extremely good performance of the LBT Extreme Adaptive Optics (ExAO) system at visible wavelengths, both in terms of spatial resolution and contrast achieved. Similarly to what was done by Amara &amp; Quanz (2012), we used the SHARK-VIS Forerunner data to quantitatively assess the contrast enhancement. This is done by injecting several different synthetic faint objects in the acquired data and applying the angular differential imaging (ADI) technique. A contrast of the order of 5 × 10−5 is obtained at 630 nm for angular separations from the star larger than 100 mas. These results are discussed in light of the future development of SHARK-VIS and compared to those obtained by other high contrast imagers operating at similar wavelengths.","astronomy"
"We use several mathematical methods, such as the continuous wavelet transform, the wavelet coherence (WTC), and the partial wavelet coherence, to investigate the distribution and oscillation periods of the daily interplanetary magnetic field (IMF) intensity as well as the connection between IMF fluctuations and solar activity indices (the magnetic plage strength index and the Mount Wilson sunspot index). The daily IMF intensity generally approximately follows a log-normal distribution that is directly related to the distribution of the active region flux. The short-term periods of the IMF are about 13.7, 27.6, 37.1, and 75.3 days. They are driven by the quasi-periodicity of the magnetic surges on the solar surface. The medium-term periods of 1.07 and 1.82 years need to be derived from the stochastic interaction of local fields and meridional flows, since coronal holes reflect the transport of the magnetic flux on the solar surface and variations in the meridional flow are seen in the heliosphere. The 10.9-year period is the Schwabe solar cycle and is to be mentioned first. The solar cycle variation of the IMF is not thought to be related to weak solar magnetic activity, but is dominated by the strong solar magnetic field activity seen on the disk, because the footpoints of the time-varying component of the interplanetary magnetic flux are rooted in regions that are located near the sources of coronal mass ejections that are related to active regions, while the constant component in the IMF is thought to initially and mainly come from the weak solar magnetic field activity. Finally, the slow variation of the IMF indicates that it may have a period of longer than 50 years.","astronomy"
"Using a recently introduced synthetic method to compute the asteroid secular frequencies (Knezevic and Milani 2019), in this paper we survey the locations of secular resonances in the 9 dynamically distinct zones of the asteroid belt. Positions of all resonances up to order four, of a significant fraction of the order six resonances, and of a several order eight ones were determined, plotted in the space of proper elements, and discussed in relation to the local dynamics and to the structure and shape of the nearby asteroid collisional families. Only the resonant combinations with fundamental frequencies of Jupiter and Saturn were considered, with a few special cases involving other planets and largest asteroids. Accuracy of the polynomial fit to determine the frequencies was found to be satisfactory for the purpose of determination of secular resonance positions. This enabled a precise identification of dynamical mechanisms affecting the computation of frequencies (close vicinity of the mean motion resonances and libration in secular resonances), and of the ?cycle slips? as a primary technical drawback causing deterioration of the results. For each zone we also presented and discussed a fairly complete sample of recent works dealing with interaction of the secular resonances with asteroid families present in that zone. Finally, a few words were devoted to possibilities for future work.","astronomy"
"Titan’s atmospheric inventory of oxygen compounds (H2O, CO2, CO) are thought to result from photochemistry acting on externally supplied oxygen species (O+, OH, H2O). These species potentially originate from two main sources: (1) cryogenic plumes from the active moon Enceladus and (2) micrometeoroid ablation. Enceladus is already suspected to be the major O+ source, which is required for CO creation. However, photochemical models also require H2O and OH influx to reproduce observed quantities of CO2 and H2O. Here, we exploit sulphur as a tracer to investigate the oxygen source because it has very different relative abundances in micrometeorites (S/O ∼ 10−2) and Enceladus’ plumes (S/O ∼ 10−5). Photochemical models predict most sulphur is converted to CS in the upper atmosphere, so we use Atacama Large Millimeter/submillimeter Array (ALMA) observations at ∼340 GHz to search for CS emission. We determined stringent CS 3σ stratospheric upper limits of 0.0074 ppb (uniform above 100 km) and 0.0256 ppb (uniform above 200 km). These upper limits are not quite stringent enough to distinguish between Enceladus and micrometeorite sources at the 3σ level and a contribution from micrometeorites cannot be ruled out, especially if external flux is toward the lower end of current estimates. Only the high-flux micrometeorite source model of Hickson et al. can be rejected at 3σ. We determined a 3σ stratospheric upper limit for CH2NH of 0.35 ppb, which suggests cosmic rays may have a smaller influence in the lower stratosphere than predicted by some photochemical models. Disk-averaged C3H4 and C2H5CN profiles were determined and are consistent with previous ALMA and Cassini/CIRS measurements.","astronomy"
"We present a daytime thermal image of Europa taken with the Atacama Large Millimeter Array. The imaged region includes the area northwest of Pwyll Crater, which is associated with a nighttime thermal excess seen by the Galileo Photopolarimeter Radiometer and with two potential plume detections. We develop a global thermal model of Europa and simulate both the daytime and nighttime thermal emission to determine if the nighttime thermal anomaly is caused by excess endogenic heat flow, as might be expected from a plume source region. We find that the nighttime and daytime brightness temperatures near Pwyll Crater cannot be matched by including excess heat flow at that location. Rather, we can successfully model both measurements by increasing the local thermal inertia of the surface.","astronomy"
"We present Atacama Large Millimeter/submillimeter Array observations of the continuum and line emission of 12CO, 13CO, C18O, and [C i] for a portion of the G287.38-0.62 (Car 1-E) region in the Carina star-forming complex. The new data record how a molecular cloud responds on subarcsecond scales when subjected to a powerful radiation front, and provide insights into the overall process of star formation within regions that contain the most-massive young stars. The maps show several molecular clouds superpose upon the line of sight, including a portion of the Western Wall, a highly irradiated cloud situated near the young star cluster Trumpler 14. In agreement with theory, there is a clear progression from fluoresced H2, to [C i], to C18O with distance into the photodissociation region (PDR) front. Emission from optically thick 12CO extends across the region, while 13CO, [C i] and especially C18O are more optically thin, and concentrate into clumps and filaments closer to the PDR interface. Within the Western Wall cloud itself we identify 254 distinct core-sized clumps in our data cube of C18O. The mass distribution of these objects is similar to that of the stellar initial mass function. Aside from a large-scale velocity gradient, the clump radial velocities lack any spatial coherence size. There is no direct evidence for triggering of star formation in the Western Wall in that its C18O clumps and continuum cores appear starless, with no pillars present. However, the densest portion of the cloud lies closest to the PDR, and the C18O emission is flattened along the radiation front.","astronomy"
"We present results from deep H i and optical imaging of AGC 229101, an unusual H i source detected at v helio =7116 km s−1 in the Arecibo Legacy Fast ALFA (ALFALFA) blind H i survey. Initially classified as a candidate “dark” source because it lacks a clear optical counterpart in Sloan Digital Sky Survey (SDSS) or Digitized Sky Survey 2 (DSS2) imaging, AGC 229101 has 109.31±0.05 M ⊙ of H i, but an H i line width of only 43 ± 9 km s−1. Low-resolution Westerbork Synthesis Radio Telescope (WSRT) imaging and higher-resolution Very Large Array (VLA) B-array imaging show that the source is significantly elongated, stretching over a projected length of ∼80 kpc. The H i imaging resolves the source into two parts of roughly equal mass. WIYN partially populated One Degree Imager (pODI) optical imaging reveals a faint, blue optical counterpart coincident with the northern portion of the H i. The peak surface brightness of the optical source is only μ g ∼ 26.6 mag arcsec−2, well below the typical cutoff that defines the isophotal edge of a galaxy, and its estimated stellar mass is only 107.32±0.33 M ⊙, yielding an overall neutral gas-to-stellar mass ratio of M/M * = 98 − 52 + 111 . We demonstrate the extreme nature of this object by comparing its properties with those of other H i-rich sources in ALFALFA and the literature. We also explore potential scenarios that might explain the existence of AGC 229101, including a tidal encounter with neighboring objects and a merger of two dark H i clouds.","astronomy"
"Environmental and instrumental conditions can cause anomalies in astronomical images, which can potentially bias all kinds of measurements if not excluded. Detection of the anomalous images is usually done by human eyes, which is slow and sometimes not accurate. This is an important issue in weak lensing studies, particularly in the era of large-scale galaxy surveys, in which image qualities are crucial for the success of galaxy shape measurements. In this work we present two automatic methods for detecting anomalous images in astronomical data sets. The anomalous features can be divided into two types: one is associated with the source images, and the other appears on the background. Our first method, called the entropy method, utilizes the randomness of the orientation distribution of the source shapes and the background gradients to quantify the likelihood of an exposure being anomalous. Our second method involves training a neural network (autoencoder) to detect anomalies. We evaluate the effectiveness of the entropy method on the Canada–France–Hawaii Telescope Lensing Survey (CFHTLenS) and Dark Energy Camera Legacy Survey (DECaLS DR3) data. In CFHTLenS, with 1171 exposures, the entropy method outperforms human inspection by detecting 12 of the 13 anomalous exposures found during human inspection and uncovering 10 new ones. In DECaLS DR3, with 17112 exposures, the entropy method detects a significant number of anomalous exposures while keeping a low false-positive rate. We find that although the neural network performs relatively well in detecting source anomalies, its current performance is not as good as the entropy method.","astronomy"
"The bulge is the oldest component of the Milky Way. Since numerous simulations of Milky Way formation have predicted that the oldest stars at a given metallicity are found on tightly bound orbits, the Galaxy’s oldest stars are likely metal-poor stars in the inner bulge with small apocenters (i.e., R apo ≲ 4 kpc). In the past, stars with these properties have been impossible to find due to extreme reddening and extinction along the line of sight to the inner bulge. We have used the mid-infrared metal-poor star selection of Schlaufman &amp; Casey (2014) on Spitzer/Galactic Legacy Infrared Mid-Plane Survey Extraordinaire data to overcome these problems and target candidate inner bulge metal-poor giants for moderate-resolution spectroscopy with Anglo-Australian Telescope/AAOmega. We used those data to select three confirmed metal-poor giants ([Fe/H] = −3.15, −2.56, −2.03) for follow-up high-resolution Magellan/Magellan Inamori Kyocera Echelle spectroscopy. A comprehensive orbit analysis using Gaia DR2 astrometry and our measured radial velocities confirms that these stars are tightly bound inner bulge stars. We determine the elemental abundances of each star and find high titanium and iron-peak abundances relative to iron in our most metal-poor star. We propose that the distinct abundance signature we detect is a product of nucleosynthesis in the Chandrasekhar-mass thermonuclear supernova of a CO white dwarf accreting from a helium star with a delay time of about 10 Myr. Even though chemical evolution is expected to occur quickly in the bulge, the intense star formation in the core of the nascent Milky Way was apparently able to produce at least one Chandrasekhar-mass thermonuclear supernova progenitor before chemical evolution advanced beyond .","astronomy"
"The gravitational microlensing technique is most sensitive to planets in a Jupiter-like orbit and has detected more than 200 planets. However, only a few wide-orbit (s &gt; 2) microlensing planets have been discovered, where s is the planet-to-host separation normalized to the angular Einstein ring radius, θ E. Here, we present the discovery and analysis of a strong candidate wide-orbit microlensing planet in the event OGLE-2017-BLG-0448. The whole light curve exhibits long-term residuals to the static binary-lens single-source model, so we investigate the residuals by adding the microlensing parallax, microlensing xallarap, an additional lens, or an additional source. For the first time, we observe a complex degeneracy between all four effects. The wide-orbit models with s ∼ 2.5 and a planet-to-host mass ratio of q ∼ 10−4 are significantly preferred, but we cannot rule out the close models with s ∼ 0.35 and q ∼ 10−3. A Bayesian analysis based on a Galactic model indicates that, despite the complicated degeneracy, the surviving wide-orbit models all contain a super-Earth-mass to Neptune-mass planet at a projected planet-host separation of ∼6 au and the surviving close-orbit models all consist of a Jovian-mass planet at ∼1 au. The host star is probably an M or K dwarf. We discuss the implications of this dimension-degeneracy disaster on microlensing light-curve analysis and its potential impact on statistical studies.","astronomy"
"We report a discovery of a z = 4.72 radio galaxy, HSC J083913.17+011308.1, using the Lyman break technique with the Hyper Suprime-Cam Subaru Strategic Survey (HSC-SSP) catalog for Very Large Array Faint Images of the Radio Sky at Twenty centimeter radio sources. The number of known high-z radio galaxies (HzRGs) at z &gt; 3 is quite small to constrain the evolution of HzRGs so far. The deep and wide-area optical survey by HSC-SSP enables us to apply the Lyman break technique to a large search for HzRGs. For an HzRG candidate among pre-selected r-band dropouts with a radio detection, a follow-up optical spectroscopy with the Gemini Multi-Object Spectrographs (GMOS)/Gemini has been performed. The obtained spectrum presents a clear Lyα emission line redshifted to z = 4.72. The spectral energy distribution fitting analysis with the rest-frame UV and optical photometries suggests the massive nature of this HzRG with . The small equivalent width of Lyα and the moderately red UV colors indicate its dusty host galaxy, implying a chemically evolved and dusty system. The radio spectral index does not meet a criterion for an ultra-steep spectrum, of −1.1 and of −0.9, demonstrating that the HSC-SSP survey compensates for a subpopulation of HzRGs that are missed in surveys focusing on an ultra-steep spectral index.","astronomy"
"We report trigonometric parallax and proper motion measurements of 6.7 GHz CH3OH and 22 GHz H2O masers in eight high-mass star-forming regions (HMSFRs) based on Very Long Baseline Array (VLBA) observations as part of the Bar and Spiral Structure Legacy (BeSSeL) Survey. The distances of these HMSFRs combined with their Galactic coordinates, radial velocities, and proper motions, allow us to assign them to a segment of the Perseus arm with ℓ ≲ 70°. These HMSFRs are clustered in Galactic longitude from ≈30° to ≈50° neighboring a dearth of such sources between longitudes ≈50° to ≈90°.","astronomy"
"We present a catalog of ∼100,000 periodic variable stars in Transiting Exoplanet Survey Satellite (TESS) full-frame image data among members of widely distributed moving groups identified with Gaia in the previous papers in the series. By combining the periods from our catalog attributable to rotation with previously derived rotation periods for benchmark open clusters, we develop an empirical gyrochronology relation of angular momentum evolution that is valid for stars with ages 10–1000 Myr. Excluding stars rotating faster than 2 days, which we find are predominantly binaries, we achieve a typical age precision of ≈0.2–0.3 dex and improving at older ages. Importantly, these empirical relations apply to not only FGK-type stars but also M-type stars, due to the angular momentum distribution being much smoother, simpler, continuous, and monotonic as compared to the rotation period distribution. As a result, we are also able to begin tracing in fine detail the nature of angular momentum loss in low-mass stars as functions of mass and age. We characterize the stellar variability amplitudes of the cool stars as functions of mass and age, which may correlate with the starspot covering fractions. We also identify pulsating variables among the hotter stars in the catalog, including δ Scuti, γ Dor, and slowly pulsating B-type variables. These data represent an important step forward in being able to estimate precise ages of FGK- and M-type stars in the field, starting as early as the pre-main-sequence phase of evolution.","astronomy"
"The Mapping Nearby Galaxies at Apache Point Observatory (MaNGA) survey is currently acquiring integral-field spectroscopy for the largest sample of galaxies to date. By 2020, the MaNGA Survey—which is one of three core programs in the fourth-generation Sloan Digital Sky Survey (SDSS-IV)—will have observed a statistically representative sample of 104 galaxies in the local universe (z ≲ 0.15). In addition to a robust data-reduction pipeline (DRP), MaNGA has developed a data-analysis pipeline (DAP) that provides higher-level data products. To accompany the first public release of its code base and data products, we provide an overview of the MaNGA DAP, including its software design, workflow, measurement procedures and algorithms, performance, and output data model. In conjunction with our companion paper (Belfiore et al.), we also assess the DAP output provided for 4718 observations of 4648 unique galaxies in the recent SDSS Data Release 15 (DR15). These analysis products focus on measurements that are close to the data and require minimal model-based assumptions. Namely, we provide stellar kinematics (velocity and velocity dispersion), emission-line properties (kinematics, fluxes, and equivalent widths), and spectral indices (e.g., D4000 and the Lick indices). We find that the DAP provides robust measurements and errors for the vast majority (&gt;99%) of analyzed spectra. We summarize assessments of the precision and accuracy of our measurements as a function of signal-to-noise. We also provide specific guidance to users regarding the limitations of the data. The MaNGA DAP software is publicly available and we encourage community involvement in its development.","astronomy"
"The Mission Accessible Near-Earth Objects Survey aims to physically characterize sub-km near-Earth objects (NEOs). We report the first photometric results from the survey that began in 2013 August. Photometric observations were performed using 1–4 m class telescopes around the world. We present rotational periods and light curve amplitudes for 86 sub-km NEOs, though in some cases only lower limits are provided. Our main goal is to obtain light curves for small NEOs (typically, sub-km objects) and estimate their rotational periods, light curve amplitudes, and shapes. These properties are used for a statistical study to constrain overall properties of the NEO population. A weak correlation seems to indicate that smaller objects are more spherical than larger ones. We also report seven NEOs that are fully characterized (light curve and visible spectra) as the most suitable candidates for a future human or robotic mission. Viable mission targets are objects fully characterized, with Δv NHATS ≤ 12 km s−1, and a rotational period P &gt; 1 hr. Assuming a similar rate of object characterization as reported in this paper, approximately 1230 NEOs need to be characterized in order to find 100 viable mission targets.","astronomy"
"More than a decade elapsed after the HIPPARCOS ESA mission (ESA 1997) observations have been collected. This first astronomical satellite mission was less than 4 years long so that 1991.25 is the epoch of the HIPPARCOS Catalogue. Many other projects have checked or improved HIPPARCOS data. Also, a long series of ground - based optical observations of some stars included in HIPPARCOS Catalogue, made with Photographic Zenith Tubes (PZT) are useful for the task of improving the proper motions of these stars. The ARIHIP Catalogue (after ACT, TYCHO - 2, FK6, GC+HIP, TYC2+HIP) is a combination of the HIPPARCOS and some ground - based data, and the ARIHIP proper motions are more accurate than the HIPPARCOS ones. Here we present a new step of our procedure of calculation; between PZT data we added the HIPPARCOS position with suitable weight - the point with the coordinates (1991:25, 0 . 00 0) in our case. The method was applied to 202 stars observed at Richmond PZTs in the course of a few decades. The result is better proper motions in declination for these HIPPARCOS stars, and a good agreement with ARIHIP proper motions (we found 128 common Richmond and ARIHIP stars to check our result). Also, we present the result for other 74 Richmond stars which are not found in ARIHIP.","astronomy"
"We conducted a variable star search on the metal-rich Galactic globular cluster NGC 6652 using archival Gemini-S/Gemini Multiobject Spectrograph data. We report the discovery of nine new variable stars in the NGC 6652 field, of which we classify six as eclipsing binaries and one as an SX Phoenicis star, leaving two variables without classification. Using proper motions from Gaia DR2 and Hubble Space Telescope, albeit with some uncertainties, we find that the cluster, the field, and the background Sagittarius stream each have three of these variables. We also reassess the membership of known variables based on the Gaia proper motions, confirming the existence of one RR Lyrae star in the cluster.","astronomy"
"We present an analytic description of tides raised on a star by a small orbiting body. In particular, we highlight the disproportionate effect of eccentricity and thus the scope for using these tides to detect and characterize the orbits of exoplanets and brown dwarfs. The tidal distortions of the star produced by an eccentric orbit are, in comparison to a circular orbit, much richer in detail and potentially visible from any viewing angle. The magnitude of these variations is much larger than that in a circular orbit of the same semimajor axis. These variations are visible in both photometric and spectroscopic data and dominate other regular sources of phase variability (e.g., reflection and Doppler beaming) over a particularly interesting portion of parameter space. These tidal signatures will be a useful tool for planet detection on their own and, used in concert with other methods, provide powerful constraints on planetary and stellar properties.","astronomy"
"We present a python package, called Nifty4Gemini, and its associated Pyraf/Python based pipeline for processing Gemini-North Near-Infrared Integral Field Spectrometer (NIFS) observations. Built on the Gemini IRAF package’s capabilities, Nifty4Gemini's associated NIFS pipeline is a data reduction package which reduces NIFS raw data and produces a flux and wavelength calibrate science cube with the full signal-to-noise ratio, ready for science analysis. It utilizes tasks from the Gemini IRAF package, PyRAF, and packages from the Gemini AstroConda environment. Nifty4Gemini is a configuration-based pipeline framework written in python which is easily extensible to integrate additional pipelines and user-defined scripts. Nifty4Gemini is open source and available for download at https://github.com/mrlb05/Nifty4Gemini with its documentation available at https://nifty4gemini.readthedocs.io/en/latest/. A permanent version of the software described in this paper is archived at https://zenodo.org/record/1000413.","astronomy"
"Future direct imaging missions similar to the HabEx and LUVOIR mission concepts aim to catalog and characterize Earth-mass analogs around nearby stars. The exoplanet yield of these missions will be dependent on the frequency of Earth-like planets, and potentially the a priori knowledge of which stars specifically host suitable planetary systems. Ground- or space-based radial velocity surveys can potentially perform the pre-selection of targets and assist in the optimization of observation times, as opposed to an uninformed direct imaging survey. In this paper, we present our framework for simulating future radial velocity surveys of nearby stars in support of direct imaging missions. We generate lists of exposure times, observation time-series, and radial velocity time-series given a direct imaging target list. We generate simulated surveys for a proposed set of telescopes and precise radial velocity spectrographs spanning a set of plausible global-network architectures that may be considered for next-generation extremely precise radial velocity surveys. We also develop figures of merit for observation frequency and planet detection sensitivity, and compare these across architectures. From these, we draw conclusions, given our stated assumptions and caveats, to optimize the yield of future radial velocity surveys supporting direct imaging missions. We find that all of our considered surveys obtain sufficient numbers of precise observations to meet the minimum theoretical white noise detection sensitivity for Earth-mass habitable-zone planets. While our detection rates and mass-sensitivity are optimistic, we have margin to explore systematic effects due to stellar activity and correlated noise in future work.","astronomy"
"We discuss the feasibility of and present initial designs and approximate cost estimates for a large (N ∼ 2000) network of small photometric telescopes that is purpose-built to monitor V ≲ 15 Gaia mission program stars for occultations by minor solar system bodies. The implementation of this network would permit measurement of the solar system’s tidal gravity field to high precision, thereby revealing the existence of distant trans-Neptunian objects such as the proposed “Planet Nine.” As a detailed example of the network capabilities, we investigate how occultations by Jovian Trojans can be monitored to track the accumulation of gravitational perturbations, thereby constraining the presence of undetected massive solar system bodies. We also show that the tidal influence of Planet Nine can be discerned from that of smaller, nearer objects in the Kuiper Belt. Moreover, ephemerides for all small solar system bodies observed in occultation could be significantly improved using this network, thereby improving spacecraft navigation and refining solar system modeling. Finally, occultation monitoring would generate direct measurements of size distributions for asteroid populations, permitting a better understanding of their origins.","astronomy"
"Spatiotemporal techniques for signal coordination with actively transmitting extraterrestrial civilizations, without the need for prior communication, can constrain technosignature searches to a significantly smaller coordinate space. With the variable star catalog from Gaia Data Release 3, we explore two related signaling strategies: the SETI Ellipsoid, and that proposed by Seto, which are both based on the synchronization of transmissions with a conspicuous astrophysical event. This data set contains more than 10 million variable star candidates with light curves from the first three years of Gaia’s operational phase, between 2014 and 2017. Using four different historical supernovae as source events, we find that less than 0.01% of stars in the sample have crossing times, the times at which we would expect to receive synchronized signals on Earth, within the date range of available Gaia observations. For these stars, we present a framework for technosignature analysis that searches for modulations in the variability parameters by splitting the stellar light curve at the crossing time.","astronomy"
"We present new 6 and 3-cm radio-continuum maps of the Small Magellanic Cloud (SMC), created with the ""peeling"" technique and a joint deconvolution. The maps have resolutions of 3000 and 2000 and r.m.s., noise of 0.7 and 0.8 mJy/beam at 6 and 3 cm, respectively. These maps will be used for future studies of the SMC's radio source population and overall extended structure.","astronomy"
"We investigated the compliance of 43 commercially available solar filters (eclipse glasses) with the ISO 12312-2:2015 standard by measuring their spectral transmittances (280–2000 nm) and calculating their luminous, solar ultraviolet A, ultraviolet B, and infrared (IR) transmittances. We also evaluated the filters for usability by observing the full midday Sun and rating the view on a seven-point balanced scale, from “far too dark, details seen only with great difficulty” to “far too light, uncomfortable to view the Sun.” The mean ratings of two observers, one experienced and one inexperienced in solar observing, differed by 0.28 (95% confidence interval of the mean = 0.26). The inexperienced observer tended to be less accepting of high transmittances. All 43 solar filters complied with the UV and IR requirements. Eighteen filters passed the luminous transmittance requirements, and 24 were borderline too light or too dark. Seven of the 15 solar filters with a luminous transmittance darker than the requirement were rated as acceptable. One filter that passed and another that was borderline too light were rated as too light or far too light. The ISO 12312-2 limits derive from welding filter standards and do not represent an appropriate evidence base for direct solar viewing. This work provides the evidence base for a maximum 0.0012% and a minimum 0.00004% luminous transmittance for solar filters. The results of this study also support the use of welding filters between shades 12 and 16. Lighter welding filters are more acceptable than solar filters of the same luminous transmittance.","astronomy"
"Photometric measurements of the light and color variations of 39 semiregular variable stars over a 30 yr time interval have been used to explore the systematics of these variations. These results show the complex nature of the frequency compositions of the light curves of these stars. The frequencies present in the light curves tend to be harmonic in nature, suggesting that both modes of pulsation and shape effects may be involved and the nature of the variations indicates that stochastic excitation is involved.","astronomy"
"We report here on our search for excess power in photometry of Neptune collected by the K2 mission that may be due to intrinsic global oscillations of the planet Neptune. To conduct this search, we developed new methods to correct for instrumental effects such as intrapixel variability and gain variations. We then extracted and analyzed the time-series photometry of Neptune from 49 days of nearly continuous broadband photometry of the planet. We find no evidence of global oscillations and place an upper limit of ∼5 ppm at 1000 for the detection of a coherent signal. With an observed cadence of 1 minute and a point-to-point scatter of less than 0.01%, the photometric signal is dominated by reflected light from the Sun, which is in turn modulated by atmospheric variability of Neptune at the 2% level. A change in flux is also observed due to the increasing distance between Neptune and the K2 spacecraft and the solar variability with convection-driven solar p modes present.","astronomy"
"For future human missions to Mars, it is important to study the surface radiation environment during extreme and elevated conditions. In the long term, it is mainly galactic cosmic rays (GCRs) modulated by solar activity that contribute to the radiation on the surface of Mars, but intense solar energetic particle (SEP) events may induce acute health effects. Such events may enhance the radiation level significantly and should be detected as immediately as possible to prevent severe damage to humans and equipment. However, the energetic particle environment on the Martian surface is significantly different from that in deep space due to the influence of the Martian atmosphere. Depending on the intensity and shape of the original solar particle spectra, as well as particle types, the surface spectra may induce entirely different radiation effects. In order to give immediate and accurate alerts while avoiding unnecessary ones, it is important to model and well understand the atmospheric effect on the incoming SEPs, including both protons and helium ions. In this paper, we have developed a generalized approach to quickly model the surface response of any given incoming proton/helium ion spectra and have applied it to a set of historical large solar events, thus providing insights into the possible variety of surface radiation environments that may be induced during SEP events. Based on the statistical study of more than 30 significant solar events, we have obtained an empirical model for estimating the surface dose rate directly from the intensities of a power-law SEP spectra.","astronomy"
"We describe two new open-source tools written in Python for performing extreme deconvolution Gaussian mixture modeling (XDGMM) and using a conditioned model to re-sample observed supernova and host galaxy populations. XDGMM is new program that uses Gaussian mixtures to perform density estimation of noisy data using extreme deconvolution (XD) algorithms. Additionally, it has functionality not available in other XD tools. It allows the user to select between the AstroML and Bovy et al. fitting methods and is compatible with scikit-learn machine learning algorithms. Most crucially, it allows the user to condition a model based on the known values of a subset of parameters. This gives the user the ability to produce a tool that can predict unknown parameters based on a model that is conditioned on known values of other parameters. EmpiriciSN is an exemplary application of this functionality, which can be used to fit an XDGMM model to observed supernova/host data sets and predict likely supernova parameters using a model conditioned on observed host properties. It is primarily intended to simulate realistic supernovae for LSST data simulations based on empirical galaxy properties.","astronomy"
"The aim of this paper is to present results of analytical calculation of chemical potential of a Lennard Jones (LJ) fluid performed in two ways: by using the thermodynamical formalism and the formalism of statistical mechanics. The integration range is divided into two regions. In the small distance region, which is r ? ? in the usual notation, the integration range had to be cut off in order to avoid the occurrence of divergences. In the large distance region, the calculation is technically simpler. The calculation reported here will be useful in all kinds of studies concerning phase equilibrium in a LJ fluid. Interesting kinds of such systems are the giant planets and the icy satellites in various planetary systems, but also the (so far) hypothetical quark stars.","astronomy"
"We present the radio detection of 18 BL Lac objects from our survey of over 575 deg2 of sky. These 18 objects are located within 20'' of the X-ray position, of which 11 have a measured red-shift. All candidates are radio emitters above ~1 mJy and fall within the range of existing samples on the two colour, ?RO vs ?OX, diagram with a transitional population of three evident. Two unusual sources have been identified, a candidate radio quiet BL Lac, RX J0140.9-4130, and an extreme HBL, RX J0109.9-4020, with log (?peak) ?19:2. The BL Lac log(N)-log(S) relation is consistent with other samples and indicates the ROSAT All Sky Survey (RASS) could contain (2000?400) BL Lac objects.","astronomy"
"We present observations of the nearby tidal dwarf galaxy Holmberg IX in M81 galaxy group in narrow band [SII] and H? filters, carried out in March and November 2008 with the 2m RCC telescope at NAO Rozhen, Bulgaria. Our search for resident supernova remnants (identified as sources with enhanced [SII] emission relative to their H? emission) in this galaxy yielded no sources of this kind, besides M&amp;H 10-11 or HoIX X-1. Nevertheless, we found a number of objects with significant H? emission that probably represent uncatalogued HII regions.","astronomy"
"The new ultraviolet (UV) extinction measurements of carbonaceous nanoparticles in the range from 140 nm to 260 nm are presented. The plasma polymerized hydrocarbon nanoparticles were already proposed as a new astro analogue, which describe the infrared (IR) extinction spectra in an excellent way. We use the same particles to find the possible carrier of the 'mysterious' UV 217.5 nm extinction 'bump' of interstellar media (ISM).","astronomy"
"Attenuation curves (laws) in the optical part of the spectrum (from about 3500 A to 9000 A) are determined for galaxies with different star formation histories (SFHs) using images in five photometrical bands from the Sloan Digital Sky Survey (SDSS). Owing to large surveys like SDSS, it is possible to define several subgroups of galaxies with similar SFHs using two spectral indices that trace SFH. Attenuation curves are analyzed in terms of SFH and compared to the curves that are often used for dust correction of the observed data. .","astronomy"
